time,bpm,spo2,audio,temperature,humidity
2026-03-03T22:02:48.433202,0,96,9,,
2026-03-03T22:02:48.553274,0,97,5,,
2026-03-03T22:02:48.670430,99,96,3,,
2026-03-03T22:02:48.790960,99,98,3,,
2026-03-03T22:02:48.911174,99,97,0,,
2026-03-03T22:02:49.032425,99,97,2,,
2026-03-03T22:02:49.151398,99,96,4,,
2026-03-03T22:02:49.271841,99,98,4,,
2026-03-03T22:02:49.393255,99,97,8,,
2026-03-03T22:02:49.512941,85,98,6,,
2026-03-03T22:02:49.632833,85,98,3,,
2026-03-03T22:02:49.753788,85,97,4,,
2026-03-03T22:02:49.873811,121,96,2,,
2026-03-03T22:02:49.994045,121,96,0,,
2026-03-03T22:02:50.114539,121,96,2,,
2026-03-03T22:02:50.234889,121,98,7,,
2026-03-03T22:02:50.354920,121,98,4,,
2026-03-03T22:02:50.475383,121,98,4,,
2026-03-03T22:02:50.596258,103,97,5,,
2026-03-03T22:02:50.715726,103,97,6,,
2026-03-03T22:02:50.837116,103,96,2,,
2026-03-03T22:02:50.957530,103,97,1,,
2026-03-03T22:02:51.077551,103,96,0,,
2026-03-03T22:02:51.197836,103,97,0,,
2026-03-03T22:02:51.318054,94,96,9,,
2026-03-03T22:02:51.438434,94,97,9,,
2026-03-03T22:02:51.559420,94,98,7,,
2026-03-03T22:02:51.678507,94,98,5,,
2026-03-03T22:02:51.799104,104,98,0,,
2026-03-03T22:02:51.920132,104,97,1,,
2026-03-03T22:02:52.039917,104,97,1,,
2026-03-03T22:02:52.159941,104,96,36,,
2026-03-03T22:02:52.281262,104,96,10,,
2026-03-03T22:02:52.404174,104,98,7,,
2026-03-03T22:02:52.521296,104,98,0,,
2026-03-03T22:02:52.641862,104,97,6,,
2026-03-03T22:02:52.762740,104,97,5,,
2026-03-03T22:02:52.881811,104,98,1,,
2026-03-03T22:02:53.002989,104,96,1,,
2026-03-03T22:02:53.122616,104,97,2,,
2026-03-03T22:02:53.242925,104,97,7,,
2026-03-03T22:02:53.365003,104,97,5,,
2026-03-03T22:02:53.484015,104,98,9,,
2026-03-03T22:02:53.604010,104,97,5,,
2026-03-03T22:02:53.725421,104,96,4,,
2026-03-03T22:02:53.845546,104,98,1,,
2026-03-03T22:02:53.965524,104,97,4,,
2026-03-03T22:02:54.085810,104,98,3,,
2026-03-03T22:02:54.206238,104,97,3,,
2026-03-03T22:02:54.326075,104,96,8,,
2026-03-03T22:02:54.446919,89,96,718,,
2026-03-03T22:02:54.567746,89,97,26,,
2026-03-03T22:02:54.696800,89,97,5,,
2026-03-03T22:02:54.807870,89,96,2,,
2026-03-03T22:02:54.927990,89,98,3,,
2026-03-03T22:02:55.047819,89,97,2,,
2026-03-03T22:02:55.168544,89,98,5,,
2026-03-03T22:02:55.288871,89,98,1,,
2026-03-03T22:02:55.409376,91,97,8,,
2026-03-03T22:02:55.530475,91,96,21,,
2026-03-03T22:02:55.649456,91,97,383,,
2026-03-03T22:02:55.770523,91,96,1,,
2026-03-03T22:02:55.891557,91,97,4,,
2026-03-03T22:02:56.011218,95,97,10,,
2026-03-03T22:02:56.130551,95,98,2,,
2026-03-03T22:02:56.251842,95,97,4,,
2026-03-03T22:02:56.372192,95,98,9,,
2026-03-03T22:02:56.492050,95,98,15,,
2026-03-03T22:02:56.614111,95,96,5,,
2026-03-03T22:02:56.733352,95,98,2,,
2026-03-03T22:02:56.853590,95,97,7,,
2026-03-03T22:02:56.973939,95,97,5,,
2026-03-03T22:02:57.093702,95,96,9,,
2026-03-03T22:02:57.214161,74,98,4,,
2026-03-03T22:02:57.335020,74,96,4,,
2026-03-03T22:02:57.455460,74,97,2,,
2026-03-03T22:02:57.575560,74,97,15,,
2026-03-03T22:02:57.696030,74,97,16,,
2026-03-03T22:02:57.816995,74,97,34,,
2026-03-03T22:02:57.936314,74,98,145,,
2026-03-03T22:02:58.056720,74,96,45,,
2026-03-03T22:02:58.176736,74,96,37,,
2026-03-03T22:02:58.297182,74,96,12,,
2026-03-03T22:02:58.417991,74,97,2,,
2026-03-03T22:02:58.537920,74,98,14,,
2026-03-03T22:02:58.658326,74,96,2,,
2026-03-03T22:02:58.779272,74,98,4,,
2026-03-03T22:02:58.898308,74,98,4,,
2026-03-03T22:02:59.023498,0,0,4,,
2026-03-03T22:02:59.143049,0,0,11,,
2026-03-03T22:02:59.262957,0,0,5,,
2026-03-03T22:02:59.384431,0,0,3,,
2026-03-03T22:02:59.504953,0,0,1,,
2026-03-03T22:02:59.624330,0,0,2,,
2026-03-03T22:02:59.745483,0,0,1,,
2026-03-03T22:02:59.865736,0,0,0,,
2026-03-03T22:02:59.985482,0,0,3,,
2026-03-03T22:03:00.106796,0,0,9,,
2026-03-03T22:03:00.226267,0,0,5,,
2026-03-03T22:03:00.347215,0,0,4,,
2026-03-03T22:03:00.466798,0,0,3,,
2026-03-03T22:03:00.587125,0,0,4,,
2026-03-03T22:03:00.707905,0,0,0,,
2026-03-03T22:03:00.827823,0,0,0,,
2026-03-03T22:03:00.948946,0,0,4,,
2026-03-03T22:03:01.068299,0,0,5,,
2026-03-03T22:03:01.189104,0,0,10,,
2026-03-03T22:03:01.308886,0,0,5,,
2026-03-03T22:03:01.428771,0,0,5,,
2026-03-03T22:03:01.549825,0,0,3,,
2026-03-03T22:03:01.670087,0,0,1,,
2026-03-03T22:03:01.789911,0,0,1,,
2026-03-03T22:03:01.911603,0,0,3,,
2026-03-03T22:03:02.030937,0,0,6,,
2026-03-03T22:03:02.151365,0,0,8,,
2026-03-03T22:03:02.272777,0,0,7,,
2026-03-03T22:03:02.392455,0,0,5,,
2026-03-03T22:03:02.511828,0,0,3,,
2026-03-03T22:03:02.632992,0,0,3,,
2026-03-03T22:03:02.752929,0,0,0,,
2026-03-03T22:03:02.873184,0,0,1,,
2026-03-03T22:03:02.993920,0,0,4,,
2026-03-03T22:03:03.113949,0,0,7,,
2026-03-03T22:03:03.235210,0,0,8,,
2026-03-03T22:03:03.355260,0,0,5,,
2026-03-03T22:03:03.475458,0,0,6,,
2026-03-03T22:03:03.596611,0,0,0,,
2026-03-03T22:03:03.716110,0,0,2,,
2026-03-03T22:03:03.835988,0,0,1,,
2026-03-03T22:03:03.955934,0,0,2,,
2026-03-03T22:03:04.077466,0,0,6,,
2026-03-03T22:03:04.197315,0,0,7,,
2026-03-03T22:03:04.317323,0,0,7,,
2026-03-03T22:03:04.438229,0,0,5,,
2026-03-03T22:03:04.557699,0,0,3,,
2026-03-03T22:03:04.677925,0,0,0,,
2026-03-03T22:03:04.798648,0,0,2,,
2026-03-03T22:03:04.919533,0,0,1,,
2026-03-03T22:03:05.038888,0,0,5,,
2026-03-03T22:03:05.158915,0,0,5,,
2026-03-03T22:03:05.280275,0,0,6,,
2026-03-03T22:03:05.399919,0,0,5,,
2026-03-03T22:03:05.520749,0,0,2,,
2026-03-03T22:03:05.640839,0,0,4,,
2026-03-03T22:03:05.761176,0,0,0,,
2026-03-03T22:03:05.880873,0,0,1,,
2026-03-03T22:03:06.001694,0,0,2,,
2026-03-03T22:03:06.122264,0,0,7,,
2026-03-03T22:03:06.242393,0,0,7,,
2026-03-03T22:03:06.362909,0,0,7,,
2026-03-03T22:03:06.483983,0,0,4,,
2026-03-03T22:03:06.604445,0,0,1,,
2026-03-03T22:03:06.724270,0,0,0,,
2026-03-03T22:03:06.843939,0,0,0,,
2026-03-03T22:03:06.963909,0,0,3,,
2026-03-03T22:03:07.085378,0,0,4,,
2026-03-03T22:03:07.204790,0,0,7,,
2026-03-03T22:03:07.324877,0,0,8,,
2026-03-03T22:03:07.446509,0,0,7,,
2026-03-03T22:03:07.566246,0,0,5,,
2026-03-03T22:03:07.685810,0,0,4,,
2026-03-03T22:03:07.807087,0,0,4,,
2026-03-03T22:03:07.926732,0,0,0,,
2026-03-03T22:03:08.047144,0,0,3,,
2026-03-03T22:03:08.168479,0,0,5,,
2026-03-03T22:03:08.288069,0,0,6,,
2026-03-03T22:03:08.408243,0,0,7,,
2026-03-03T22:03:08.529070,0,0,5,,
2026-03-03T22:03:08.649205,0,0,4,,
2026-03-03T22:03:08.769926,0,0,4,,
2026-03-03T22:03:08.889857,0,0,0,,
2026-03-03T22:03:09.010227,0,0,1,,
2026-03-03T22:03:09.129953,0,0,7,,
2026-03-03T22:03:09.250915,0,0,4,,
2026-03-03T22:03:09.371187,0,0,7,,
2026-03-03T22:03:09.491210,0,0,6,,
2026-03-03T22:03:09.612321,0,0,2,,
2026-03-03T22:03:09.732773,0,0,4,,
2026-03-03T22:03:09.852630,0,0,2,,
2026-03-03T22:03:09.974045,0,0,0,,
2026-03-03T22:03:10.093373,0,0,2,,
2026-03-03T22:03:10.213090,0,0,7,,
2026-03-03T22:03:10.334404,0,0,5,,
2026-03-03T22:03:10.453664,0,0,4,,
2026-03-03T22:03:10.574851,0,0,1,,
2026-03-03T22:03:10.695875,0,0,3,,
2026-03-03T22:03:10.815868,0,0,6,,
2026-03-03T22:03:10.935233,0,0,1,,
2026-03-03T22:03:11.056670,0,0,2,,
2026-03-03T22:03:11.176850,0,0,3,,
2026-03-03T22:03:11.295782,0,0,8,,
2026-03-03T22:03:11.417409,0,0,8,,
2026-03-03T22:03:11.537021,0,0,5,,
2026-03-03T22:03:11.656707,0,0,6,,
2026-03-03T22:03:11.778235,0,0,0,,
2026-03-03T22:03:11.900294,0,0,3,,
2026-03-03T22:03:12.017671,0,0,0,,
2026-03-03T22:03:12.139916,0,0,2,,
2026-03-03T22:03:12.259249,0,0,10,,
2026-03-03T22:03:12.379434,0,0,9,,
2026-03-03T22:03:12.500901,0,0,3,,
2026-03-03T22:03:12.620324,0,0,1,,
2026-03-03T22:03:12.740285,0,0,4,,
2026-03-03T22:03:12.861516,0,0,3,,
2026-03-03T22:03:12.981049,0,0,1,,
2026-03-03T22:03:13.101459,0,0,1,,
2026-03-03T22:03:13.220886,0,0,3,,
2026-03-03T22:03:13.342423,0,0,7,,
2026-03-03T22:03:13.461702,0,0,7,,
2026-03-03T22:03:13.582862,0,0,7,,
2026-03-03T22:03:13.703032,0,0,5,,
2026-03-03T22:03:13.823377,0,0,2,,
2026-03-03T22:03:13.943297,0,0,0,,
2026-03-03T22:03:14.064057,0,0,0,,
2026-03-03T22:03:14.183934,0,0,3,,
2026-03-03T22:03:14.304860,0,0,10,,
2026-03-03T22:03:14.425017,0,0,5,,
2026-03-03T22:03:14.544713,0,0,8,,
2026-03-03T22:03:14.665442,0,0,5,,
2026-03-03T22:03:14.785814,0,0,4,,
2026-03-03T22:03:14.906321,0,0,4,,
2026-03-03T22:03:15.025979,0,0,2,,
2026-03-03T22:03:15.148611,0,0,5,,
2026-03-03T22:03:15.266861,0,0,5,,
2026-03-03T22:03:15.387110,0,0,4,,
2026-03-03T22:03:15.508224,0,0,11,,
2026-03-03T22:03:15.627753,0,0,5,,
2026-03-03T22:03:15.747858,0,0,2,,
2026-03-03T22:03:15.868999,0,0,2,,
2026-03-03T22:03:15.989005,0,0,1,,
2026-03-03T22:03:16.109392,0,0,4,,
2026-03-03T22:03:16.230104,0,0,4,,
2026-03-03T22:03:16.350211,0,0,8,,
2026-03-03T22:03:16.470308,0,0,5,,
2026-03-03T22:03:16.591326,0,0,6,,
2026-03-03T22:03:16.710784,0,0,2,,
2026-03-03T22:03:16.831135,0,0,4,,
2026-03-03T22:03:16.952401,0,0,3,,
2026-03-03T22:03:17.071651,0,0,4,,
2026-03-03T22:03:17.192029,0,0,4,,
2026-03-03T22:03:17.312780,0,0,2,,
2026-03-03T22:03:17.433399,0,0,1,,
2026-03-03T22:03:17.553307,0,0,2,,
2026-03-03T22:03:17.674369,0,0,6,,
2026-03-03T22:03:17.793784,0,0,3,,
2026-03-03T22:03:17.913934,0,0,7,,
2026-03-03T22:03:18.034820,0,0,6,,
2026-03-03T22:03:18.155036,0,0,5,,
2026-03-03T22:03:18.274757,0,0,0,,
2026-03-03T22:03:18.395695,0,0,0,,
2026-03-03T22:03:18.516479,0,0,2,,
2026-03-03T22:03:18.635757,0,0,4,,
2026-03-03T22:03:18.757296,0,0,6,,
2026-03-03T22:03:18.876801,0,0,8,,
2026-03-03T22:03:18.997183,0,0,5,,
2026-03-03T22:03:19.118725,0,0,4,,
2026-03-03T22:03:19.238045,0,0,1,,
2026-03-03T22:03:19.358143,0,0,0,,
2026-03-03T22:03:19.479231,0,0,1,,
2026-03-03T22:03:19.598965,0,0,0,,
2026-03-03T22:03:19.718968,0,0,5,,
2026-03-03T22:03:19.840885,0,0,3,,
2026-03-03T22:03:19.960366,0,0,7,,
2026-03-03T22:03:20.080640,0,0,4,,
2026-03-03T22:03:20.201477,0,0,4,,
2026-03-03T22:03:20.321022,0,0,0,,
2026-03-03T22:03:20.441582,0,0,0,,
2026-03-03T22:03:20.562243,0,0,0,,
2026-03-03T22:03:20.682631,0,0,3,,
2026-03-03T22:03:20.801817,0,0,5,,
2026-03-03T22:03:20.923003,0,0,9,,
2026-03-03T22:03:21.043647,0,0,6,,
2026-03-03T22:03:21.163280,0,0,4,,
2026-03-03T22:03:21.284628,0,0,3,,
2026-03-03T22:03:21.404450,0,0,2,,
2026-03-03T22:03:21.523709,0,0,3,,
2026-03-03T22:03:21.648978,0,0,2,,
2026-03-03T22:03:21.765938,0,0,4,,
2026-03-03T22:03:21.885218,0,0,7,,
2026-03-03T22:03:22.005939,0,0,7,,
2026-03-03T22:03:22.126941,0,0,6,,
2026-03-03T22:03:22.246055,0,0,3,,
2026-03-03T22:03:22.367517,0,0,4,,
2026-03-03T22:03:22.487094,0,0,0,,
2026-03-03T22:03:22.607768,0,0,0,,
2026-03-03T22:03:22.729031,0,0,5,,
2026-03-03T22:03:22.848369,0,0,8,,
2026-03-03T22:03:22.968471,0,0,7,,
2026-03-03T22:03:23.088915,0,0,5,,
2026-03-03T22:03:23.209690,0,0,6,,
2026-03-03T22:03:23.329211,0,0,0,,
2026-03-03T22:03:23.449621,0,0,1,,
2026-03-03T22:03:23.570128,0,0,2,,
2026-03-03T22:03:23.690630,0,0,2,,
2026-03-03T22:03:23.810256,0,0,8,,
2026-03-03T22:03:23.931696,0,0,7,,
2026-03-03T22:03:24.051401,0,0,6,,
2026-03-03T22:03:24.171157,0,0,4,,
2026-03-03T22:03:24.292168,0,0,2,,
2026-03-03T22:03:24.411997,0,0,2,,
2026-03-03T22:03:24.532062,0,0,0,,
2026-03-03T22:03:24.653429,0,0,3,,
2026-03-03T22:03:24.773304,0,0,6,,
2026-03-03T22:03:24.893555,0,0,8,,
2026-03-03T22:03:25.014341,0,0,6,,
2026-03-03T22:03:25.133872,0,0,7,,
2026-03-03T22:03:25.254138,0,0,2,,
2026-03-03T22:03:25.375796,0,0,2,,
2026-03-03T22:03:25.495270,0,0,0,,
2026-03-03T22:03:25.615071,0,0,1,,
2026-03-03T22:03:25.736437,0,0,6,,
2026-03-03T22:03:25.856833,0,0,10,,
2026-03-03T22:03:25.976703,0,0,7,,
2026-03-03T22:03:26.098957,0,0,6,,
2026-03-03T22:03:26.216783,0,0,2,,
2026-03-03T22:03:26.337802,0,0,0,,
2026-03-03T22:03:26.457919,0,0,1,,
2026-03-03T22:03:26.577865,0,0,3,,
2026-03-03T22:03:26.698050,0,0,3,,
2026-03-03T22:03:26.819353,0,0,6,,
2026-03-03T22:03:26.939385,0,0,6,,
2026-03-03T22:03:27.058787,0,0,4,,
2026-03-03T22:03:27.180531,0,0,4,,
2026-03-03T22:03:27.300160,0,0,3,,
2026-03-03T22:03:27.419914,0,0,2,,
2026-03-03T22:03:27.540307,0,0,3,,
2026-03-03T22:03:27.661111,0,0,2,,
2026-03-03T22:03:27.781006,0,0,4,,
2026-03-03T22:03:27.900764,0,0,6,,
2026-03-03T22:03:28.022153,0,0,4,,
2026-03-03T22:03:28.142163,0,0,3,,
2026-03-03T22:03:28.261944,0,0,3,,
2026-03-03T22:03:28.383531,0,0,2,,
2026-03-03T22:03:28.503502,0,0,0,,
2026-03-03T22:03:28.622721,0,0,0,,
2026-03-03T22:03:28.744642,0,0,3,,
2026-03-03T22:03:28.864187,0,0,6,,
2026-03-03T22:03:28.983904,0,0,6,,
2026-03-03T22:03:29.104770,0,0,5,,
2026-03-03T22:03:29.225339,0,0,3,,
2026-03-03T22:03:29.344932,0,0,5,,
2026-03-03T22:03:29.466648,0,0,3,,
2026-03-03T22:03:29.585931,0,0,2,,
2026-03-03T22:03:29.705954,0,0,1,,
2026-03-03T22:03:29.827642,0,0,6,,
2026-03-03T22:03:29.948067,0,0,4,,
2026-03-03T22:03:30.067918,0,0,6,,
2026-03-03T22:03:30.189550,0,0,8,,
2026-03-03T22:03:30.308688,0,0,5,,
2026-03-03T22:03:30.428893,0,0,5,,
2026-03-03T22:03:30.549904,0,0,1,,
2026-03-03T22:03:30.669672,0,0,1,,
2026-03-03T22:03:30.789734,0,0,6,,
2026-03-03T22:03:30.910959,0,0,5,,
2026-03-03T22:03:31.030731,0,0,7,,
2026-03-03T22:03:31.150826,0,0,7,,
2026-03-03T22:03:31.272260,0,0,3,,
2026-03-03T22:03:31.391676,0,0,4,,
2026-03-03T22:03:31.511969,0,0,2,,
2026-03-03T22:03:31.633430,0,0,1,,
2026-03-03T22:03:31.753063,0,0,5,,
2026-03-03T22:03:31.873733,0,0,7,,
2026-03-03T22:03:31.994929,0,0,7,,
2026-03-03T22:03:32.114996,0,0,6,,
2026-03-03T22:03:32.234784,0,0,4,,
2026-03-03T22:03:32.355114,0,0,1,,
2026-03-03T22:03:32.475447,0,0,6,,
2026-03-03T22:03:32.595353,0,0,0,,
2026-03-03T22:03:32.716224,0,0,2,,
2026-03-03T22:03:32.836064,0,0,2,,
2026-03-03T22:03:32.956002,0,0,6,,
2026-03-03T22:03:33.077554,0,0,9,,
2026-03-03T22:03:33.196988,0,0,5,,
2026-03-03T22:03:33.316906,0,0,4,,
2026-03-03T22:03:33.437077,0,0,0,,
2026-03-03T22:03:33.557707,0,0,0,,
2026-03-03T22:03:33.677871,0,0,2,,
2026-03-03T22:03:33.798338,0,0,1,,
2026-03-03T22:03:33.919616,0,0,7,,
2026-03-03T22:03:34.039443,0,0,5,,
2026-03-03T22:03:34.159942,0,0,6,,
2026-03-03T22:03:34.279745,0,0,5,,
2026-03-03T22:03:34.399923,0,0,5,,
2026-03-03T22:03:34.520665,0,0,1,,
2026-03-03T22:03:34.641439,0,0,1,,
2026-03-03T22:03:34.761214,0,0,4,,
2026-03-03T22:03:34.881375,0,0,6,,
2026-03-03T22:03:35.002162,0,0,6,,
2026-03-03T22:03:35.122804,0,0,4,,
2026-03-03T22:03:35.242190,0,0,4,,
2026-03-03T22:03:35.363328,0,0,3,,
2026-03-03T22:03:35.482951,0,0,0,,
2026-03-03T22:03:35.602981,0,0,2,,
2026-03-03T22:03:35.723806,0,0,8,,
2026-03-03T22:03:35.844170,0,0,4,,
2026-03-03T22:03:35.963856,0,0,7,,
2026-03-03T22:03:36.085088,0,0,6,,
2026-03-03T22:03:36.204824,0,0,5,,
2026-03-03T22:03:36.324807,0,0,2,,
2026-03-03T22:03:36.447317,0,0,1,,
2026-03-03T22:03:36.566151,0,0,1,,
2026-03-03T22:03:36.685978,0,0,3,,
2026-03-03T22:03:36.807879,0,0,4,,
2026-03-03T22:03:36.927450,0,0,7,,
2026-03-03T22:03:37.047405,0,0,6,,
2026-03-03T22:03:37.167874,0,0,4,,
2026-03-03T22:03:37.287966,0,0,4,,
2026-03-03T22:03:37.407933,0,0,3,,
2026-03-03T22:03:37.528862,0,0,1,,
2026-03-03T22:03:37.648861,0,0,0,,
2026-03-03T22:03:37.769515,0,0,0,,
2026-03-03T22:03:37.890904,0,0,4,,
2026-03-03T22:03:38.009848,0,0,8,,
2026-03-03T22:03:38.129877,0,0,7,,
2026-03-03T22:03:38.251475,0,0,6,,
2026-03-03T22:03:38.370958,0,0,2,,
2026-03-03T22:03:38.490978,0,0,2,,
2026-03-03T22:03:38.613211,0,0,3,,
2026-03-03T22:03:38.731928,0,0,2,,
2026-03-03T22:03:38.852450,0,0,5,,
2026-03-03T22:03:38.972628,0,0,7,,
2026-03-03T22:03:39.092906,0,0,10,,
2026-03-03T22:03:39.212973,0,0,7,,
2026-03-03T22:03:39.334198,0,0,1,,
2026-03-03T22:03:39.453792,0,0,5,,
2026-03-03T22:03:39.574300,0,0,1,,
2026-03-03T22:03:39.694711,0,0,0,,
2026-03-03T22:03:39.815564,0,0,1,,
2026-03-03T22:03:39.935952,0,0,7,,
2026-03-03T22:03:40.054946,0,0,9,,
2026-03-03T22:03:40.175823,0,0,5,,
2026-03-03T22:03:40.295863,0,0,7,,
2026-03-03T22:03:40.416820,0,0,3,,
2026-03-03T22:03:40.536726,0,0,3,,
2026-03-03T22:03:40.657345,0,0,5,,
2026-03-03T22:03:40.776768,0,0,3,,
2026-03-03T22:03:40.897728,0,0,5,,
2026-03-03T22:03:41.019092,0,0,5,,
2026-03-03T22:03:41.138066,0,0,10,,
2026-03-03T22:03:41.258775,0,0,3,,
2026-03-03T22:03:41.379419,0,0,4,,
2026-03-03T22:03:41.499874,0,0,3,,
2026-03-03T22:03:41.620167,0,0,1,,
2026-03-03T22:03:41.739811,0,0,1,,
2026-03-03T22:03:41.860803,0,0,6,,
2026-03-03T22:03:41.982177,0,0,6,,
2026-03-03T22:03:42.100689,0,0,6,,
2026-03-03T22:03:42.221033,0,0,7,,
2026-03-03T22:03:42.342357,0,0,5,,
2026-03-03T22:03:42.461922,0,0,0,,
2026-03-03T22:03:42.582240,0,0,2,,
2026-03-03T22:03:42.702676,0,0,0,,
2026-03-03T22:03:42.823252,0,0,2,,
2026-03-03T22:03:42.942928,0,0,7,,
2026-03-03T22:03:43.063715,0,0,5,,
2026-03-03T22:03:43.184006,0,0,7,,
2026-03-03T22:03:43.303912,0,0,4,,
2026-03-03T22:03:43.425074,0,0,4,,
2026-03-03T22:03:43.544832,0,0,0,,
2026-03-03T22:03:43.665285,0,0,2,,
2026-03-03T22:03:43.786888,0,0,2,,
2026-03-03T22:03:43.906922,0,0,4,,
2026-03-03T22:03:44.026035,0,0,7,,
2026-03-03T22:03:44.148688,0,0,9,,
2026-03-03T22:03:44.268504,0,0,5,,
2026-03-03T22:03:44.386765,0,0,1,,
2026-03-03T22:03:44.508045,0,0,3,,
2026-03-03T22:03:44.627931,0,0,0,,
2026-03-03T22:03:44.748484,0,0,2,,
2026-03-03T22:03:44.868926,0,0,4,,
2026-03-03T22:03:44.988924,0,0,8,,
2026-03-03T22:03:45.108958,0,0,7,,
2026-03-03T22:03:45.230439,0,0,9,,
2026-03-03T22:03:45.350203,0,0,4,,
2026-03-03T22:03:45.469732,0,0,1,,
2026-03-03T22:03:45.591699,0,0,1,,
2026-03-03T22:03:45.711089,0,0,2,,
2026-03-03T22:03:45.830966,0,0,1,,
2026-03-03T22:03:45.952370,0,0,3,,
